DISEASE,MICROBE,EVIDENCE,QUESTIONS,RELATION
alzheimer's disease (AD),Bifidobacterium longum,"At 6 months, Bifidobacterium longum was a predominant indicator in all groups, and there were no significantly different species according to AD severity (q > 0.05; Figure 2c). B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05).  was  a predominant indicator in all groups, and there  were no significantly different species according  to AD severity (q > 0.05; Figure 2c).",What is the relationship between alzheimer's disease (AD) and Bifidobacterium longum?,NA
alzheimer's disease (AD),Bifidobacterium,"At 6 months, Bifidobacterium longum was a predominant indicator in all groups, and there were no significantly different species according to AD severity (q > 0.05; Figure 2c). B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05).  was  a predominant indicator in all groups, and there  were no significantly different species according  to AD severity (q > 0.05; Figure 2c).",What is the relationship between alzheimer's disease (AD) and Bifidobacterium?,NA
alzheimer's disease (AD),B. breve,"At 6 months, Bifidobacterium longum was a predominant indicator in all groups, and there were no significantly different species according to AD severity (q > 0.05; Figure 2c). B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05).  was  a predominant indicator in all groups, and there  were no significantly different species according  to AD severity (q > 0.05; Figure 2c).",What is the relationship between alzheimer's disease (AD) and B. breve?,NA
alzheimer's disease (AD),B. bifidum,"At 6 months, Bifidobacterium longum was a predominant indicator in all groups, and there were no significantly different species according to AD severity (q > 0.05; Figure 2c). B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05).  was  a predominant indicator in all groups, and there  were no significantly different species according  to AD severity (q > 0.05; Figure 2c).",What is the relationship between alzheimer's disease (AD) and B. bifidum?,NA
alzheimer's disease (AD),Faecalibacterium prausnitzii,"B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05). Indicators for each age were evaluated using the multivariate association with linear models (MaAsLin2) after adjusting for covariates (Table S7). ",What is the relationship between alzheimer's disease (AD) and Faecalibacterium prausnitzii?,NA
alzheimer's disease (AD),Ruminococcus bromii,"B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05). Indicators for each age were evaluated using the multivariate association with linear models (MaAsLin2) after adjusting for covariates (Table S7). ",What is the relationship between alzheimer's disease (AD) and Ruminococcus bromii?,NA
alzheimer's disease (AD),Ruminococcus,"B. bifidum and B. breve were dominant indicators at 7–12 months, and the relative abundance of Escherichia coli was higher in the moderate to severe AD than mild AD group at this age (q < 0.05). The higher proportions of Alistipes finegoldii, unclassified (UC)_Oscillibacter, and UC_Alistipes were detected in the non-AD than in AD groups at 13–24 months (q < 0.05). Faecalibacterium prausnitzii, Bacteroides fragilis, Ruminococcus bromii, and Dialister invisus were indicators at 13–36 months, and the relative abundances of B. fragilis and D. invisus were higher in the non-AD than in AD groups at 25–36 months (q < 0.05). Indicators for each age were evaluated using the multivariate association with linear models (MaAsLin2) after adjusting for covariates (Table S7). ",What is the relationship between alzheimer's disease (AD) and Ruminococcus?,NA
allergies,Bifidobacteria,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between allergies and Bifidobacteria?,relate
allergies,Faecalibacterium,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between allergies and Faecalibacterium?,relate
allergies,Veillonella,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between allergies and Veillonella?,relate
allergies,Lachnospira,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between allergies and Lachnospira?,relate
allergies,Rothia,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between allergies and Rothia?,relate
alzheimer's disease (AD),Bifidobacteria,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between alzheimer's disease (AD) and Bifidobacteria?,relate
alzheimer's disease (AD),Faecalibacterium,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between alzheimer's disease (AD) and Faecalibacterium?,relate
alzheimer's disease (AD),Veillonella,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between alzheimer's disease (AD) and Veillonella?,relate
alzheimer's disease (AD),Lachnospira,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between alzheimer's disease (AD) and Lachnospira?,relate
alzheimer's disease (AD),Rothia,"Some studies have reported that the gut microbiota of AD patients  is less diverse than non-AD patients.16,25 In contrast,  other studies have found no significant differences in  microbiota diversity between the groups.13,26  Bifidobacteria are suggested to be beneficial,27,28  but are overrepresented in children with allergies at  a  later  age.7  Faecalibacterium,  Lachnospira,  Veillonella, and Rothia in the microbiota of children  aged 3 months are risk factors for developing atopic  wheeze, but not at 12 months.29 We found that the  diversity of gut microbiota in moderate to severe AD  decreased compared to the non-AD group at only  6 months through WMS.",What is the relationship between alzheimer's disease (AD) and Rothia?,relate
obeseity (obese),Lactobacillus gasseri,"in mice, gavaging engineered Escherichia coli overexpressing the satiety factor N-acylphosphatidylethanolamine alleviated high-fat diet-induced obesity, insulin resistance and hepatosteatosis197; and in rats with diabetes, a genetically modified Lactobacillus gasseri strain with the ability to express and secrete glucagon-like peptide 1 (GLP-1) increased insulin release and reduced hyperglycaemia198. whether delivering genetically modified organisms carrying microbial genes to the human gut is acceptable for health and drug authorities or consumers is at present unsettled. targeting specific microbial-synthesized metabolites by delivering tailored drugs is another emerging potential frontier to optimize metabolism. a prime example is the specific drug blockade of the microbial production of trimethylamine78.",What is the relationship between obeseity (obese) and Lactobacillus gasseri?,NA
obeseity (obese),Lactobacillus,"in mice, gavaging engineered Escherichia coli overexpressing the satiety factor N-acylphosphatidylethanolamine alleviated high-fat diet-induced obesity, insulin resistance and hepatosteatosis197; and in rats with diabetes, a genetically modified Lactobacillus gasseri strain with the ability to express and secrete glucagon-like peptide 1 (GLP-1) increased insulin release and reduced hyperglycaemia198. whether delivering genetically modified organisms carrying microbial genes to the human gut is acceptable for health and drug authorities or consumers is at present unsettled. targeting specific microbial-synthesized metabolites by delivering tailored drugs is another emerging potential frontier to optimize metabolism. a prime example is the specific drug blockade of the microbial production of trimethylamine78.",What is the relationship between obeseity (obese) and Lactobacillus?,NA
cervical cancer,Helicobacter pylori,"Carcinogenic microorganisms include Helicobacter pylori and Epstein–Barr virus for gastric carcinoma [197]; hepatitis B and C viruses for hepatocellular carcinoma [198]; human herpesvirus-8 for Kaposi’s sarcoma [199]; human papilloma virus for uterine cervical cancer [200]; and Fusobacterium nucleatum for colorectal carcinoma (CRC) [201]. By quantitative PCR analysis, high prevalence of F. nucleatum sequences in tumour vs. normal tissue was detected and correlated with lymph node metastasis [202]. It has been hypothesized that these F. nucleatum sequences promote carcinogenesis by stimulating the Wnt signalling cascade in CRC [203, 204].",What is the relationship between cervical cancer and Helicobacter pylori?,NA
hepatitis B,Helicobacter pylori,"Carcinogenic microorganisms include Helicobacter pylori and Epstein–Barr virus for gastric carcinoma [197]; hepatitis B and C viruses for hepatocellular carcinoma [198]; human herpesvirus-8 for Kaposi’s sarcoma [199]; human papilloma virus for uterine cervical cancer [200]; and Fusobacterium nucleatum for colorectal carcinoma (CRC) [201]. By quantitative PCR analysis, high prevalence of F. nucleatum sequences in tumour vs. normal tissue was detected and correlated with lymph node metastasis [202]. It has been hypothesized that these F. nucleatum sequences promote carcinogenesis by stimulating the Wnt signalling cascade in CRC [203, 204].",What is the relationship between hepatitis B and Helicobacter pylori?,NA
colorectal cancer (CRC),Helicobacter pylori,"Carcinogenic microorganisms include Helicobacter pylori and Epstein–Barr virus for gastric carcinoma [197]; hepatitis B and C viruses for hepatocellular carcinoma [198]; human herpesvirus-8 for Kaposi’s sarcoma [199]; human papilloma virus for uterine cervical cancer [200]; and Fusobacterium nucleatum for colorectal carcinoma (CRC) [201]. By quantitative PCR analysis, high prevalence of F. nucleatum sequences in tumour vs. normal tissue was detected and correlated with lymph node metastasis [202]. It has been hypothesized that these F. nucleatum sequences promote carcinogenesis by stimulating the Wnt signalling cascade in CRC [203, 204].",What is the relationship between colorectal cancer (CRC) and Helicobacter pylori?,NA
cervical cancer,Fusobacterium,"Carcinogenic microorganisms include Helicobacter pylori and Epstein–Barr virus for gastric carcinoma [197]; hepatitis B and C viruses for hepatocellular carcinoma [198]; human herpesvirus-8 for Kaposi’s sarcoma [199]; human papilloma virus for uterine cervical cancer [200]; and Fusobacterium nucleatum for colorectal carcinoma (CRC) [201]. By quantitative PCR analysis, high prevalence of F. nucleatum sequences in tumour vs. normal tissue was detected and correlated with lymph node metastasis [202]. It has been hypothesized that these F. nucleatum sequences promote carcinogenesis by stimulating the Wnt signalling cascade in CRC [203, 204].",What is the relationship between cervical cancer and Fusobacterium?,NA
hepatitis B,Fusobacterium,"Carcinogenic microorganisms include Helicobacter pylori and Epstein–Barr virus for gastric carcinoma [197]; hepatitis B and C viruses for hepatocellular carcinoma [198]; human herpesvirus-8 for Kaposi’s sarcoma [199]; human papilloma virus for uterine cervical cancer [200]; and Fusobacterium nucleatum for colorectal carcinoma (CRC) [201]. By quantitative PCR analysis, high prevalence of F. nucleatum sequences in tumour vs. normal tissue was detected and correlated with lymph node metastasis [202]. It has been hypothesized that these F. nucleatum sequences promote carcinogenesis by stimulating the Wnt signalling cascade in CRC [203, 204].",What is the relationship between hepatitis B and Fusobacterium?,NA
melanoma,Burkholderiales,"For instance, vancomycin was reported to en- hance the efficacy of CTLA- 4 blockade therapy by decreasing  harmful gram- positive bacteria without affecting gram- negative  Burkholderiales and Bacteroidales.112 Further, another preclinical  study showed that vancomycin could potentiate the antitumor ef- fect of radiotherapy in mouse models (melanoma, lung, and cervical  cancer), while subsequent administration of butyrate, a metabolite  of vancomycin- sensitive bacteria, reversed the antitumor effects.115  Nonetheless, few studies have evaluated the efficacy of antibiot- ics in brain tumors.",What is the relationship between melanoma and Burkholderiales?,NA
melanoma,Bacteroidales,"For instance, vancomycin was reported to en- hance the efficacy of CTLA- 4 blockade therapy by decreasing  harmful gram- positive bacteria without affecting gram- negative  Burkholderiales and Bacteroidales.112 Further, another preclinical  study showed that vancomycin could potentiate the antitumor ef- fect of radiotherapy in mouse models (melanoma, lung, and cervical  cancer), while subsequent administration of butyrate, a metabolite  of vancomycin- sensitive bacteria, reversed the antitumor effects.115  Nonetheless, few studies have evaluated the efficacy of antibiot- ics in brain tumors.",What is the relationship between melanoma and Bacteroidales?,NA
parkinson’s disease (PD),Escherichia coli,"The application of genetically engineered microbes, which have  higher specificity than FMT has shown promising antitumor ef- fects in preclinical models.120 Recent studies harnessed the target- ing abilities of certain strains (Salmonella and Clostridium) as carriers  for the delivery and induction of immune stimulants to delay tumor  growth and metastasis in melanoma, renal cell carcinoma, and osteo- sarcoma.121 In addition, SYNB1891, designed based on the biology  of Escherichia coli, has been modified to express the STING agonist  cyclic adenosine diphosphate ribose (CADPR), thereby stimulating  expression of IFNs and achieving antitumor effects in tumor- bearing  mouse models (melanoma, lymphoma, mammary carcinoma, and  colon carcinoma).122 Further, another study showed that the engi- neered Escherichia coli Nissle 1917 strain could colonize tumor sites,  converting ammonia to L- arginine, thereby increasing the intracellu- lar concentration of L- arginine in subcutaneous colonic cancer cells,  which further triggered intra- tumoral infiltration of CD4+ and CD8+  T cells, thus exerting synergistic antitumor effects when combined  with anti- PD- L1.123 Collectively, engineered microbiomes show po- tential as an adjuvant therapy against a few kinds of tumors, and  future research to evaluate their potency in brain tumors is merited.",What is the relationship between parkinson’s disease (PD) and Escherichia coli?,NA
parkinson’s disease (PD),Escherichia,"The application of genetically engineered microbes, which have  higher specificity than FMT has shown promising antitumor ef- fects in preclinical models.120 Recent studies harnessed the target- ing abilities of certain strains (Salmonella and Clostridium) as carriers  for the delivery and induction of immune stimulants to delay tumor  growth and metastasis in melanoma, renal cell carcinoma, and osteo- sarcoma.121 In addition, SYNB1891, designed based on the biology  of Escherichia coli, has been modified to express the STING agonist  cyclic adenosine diphosphate ribose (CADPR), thereby stimulating  expression of IFNs and achieving antitumor effects in tumor- bearing  mouse models (melanoma, lymphoma, mammary carcinoma, and  colon carcinoma).122 Further, another study showed that the engi- neered Escherichia coli Nissle 1917 strain could colonize tumor sites,  converting ammonia to L- arginine, thereby increasing the intracellu- lar concentration of L- arginine in subcutaneous colonic cancer cells,  which further triggered intra- tumoral infiltration of CD4+ and CD8+  T cells, thus exerting synergistic antitumor effects when combined  with anti- PD- L1.123 Collectively, engineered microbiomes show po- tential as an adjuvant therapy against a few kinds of tumors, and  future research to evaluate their potency in brain tumors is merited.",What is the relationship between parkinson’s disease (PD) and Escherichia?,NA
parkinson’s disease (PD),Clostridium,"The application of genetically engineered microbes, which have  higher specificity than FMT has shown promising antitumor ef- fects in preclinical models.120 Recent studies harnessed the target- ing abilities of certain strains (Salmonella and Clostridium) as carriers  for the delivery and induction of immune stimulants to delay tumor  growth and metastasis in melanoma, renal cell carcinoma, and osteo- sarcoma.121 In addition, SYNB1891, designed based on the biology  of Escherichia coli, has been modified to express the STING agonist  cyclic adenosine diphosphate ribose (CADPR), thereby stimulating  expression of IFNs and achieving antitumor effects in tumor- bearing  mouse models (melanoma, lymphoma, mammary carcinoma, and  colon carcinoma).122 Further, another study showed that the engi- neered Escherichia coli Nissle 1917 strain could colonize tumor sites,  converting ammonia to L- arginine, thereby increasing the intracellu- lar concentration of L- arginine in subcutaneous colonic cancer cells,  which further triggered intra- tumoral infiltration of CD4+ and CD8+  T cells, thus exerting synergistic antitumor effects when combined  with anti- PD- L1.123 Collectively, engineered microbiomes show po- tential as an adjuvant therapy against a few kinds of tumors, and  future research to evaluate their potency in brain tumors is merited.",What is the relationship between parkinson’s disease (PD) and Clostridium?,NA
parkinson’s disease (PD),Salmonella,"The application of genetically engineered microbes, which have  higher specificity than FMT has shown promising antitumor ef- fects in preclinical models.120 Recent studies harnessed the target- ing abilities of certain strains (Salmonella and Clostridium) as carriers  for the delivery and induction of immune stimulants to delay tumor  growth and metastasis in melanoma, renal cell carcinoma, and osteo- sarcoma.121 In addition, SYNB1891, designed based on the biology  of Escherichia coli, has been modified to express the STING agonist  cyclic adenosine diphosphate ribose (CADPR), thereby stimulating  expression of IFNs and achieving antitumor effects in tumor- bearing  mouse models (melanoma, lymphoma, mammary carcinoma, and  colon carcinoma).122 Further, another study showed that the engi- neered Escherichia coli Nissle 1917 strain could colonize tumor sites,  converting ammonia to L- arginine, thereby increasing the intracellu- lar concentration of L- arginine in subcutaneous colonic cancer cells,  which further triggered intra- tumoral infiltration of CD4+ and CD8+  T cells, thus exerting synergistic antitumor effects when combined  with anti- PD- L1.123 Collectively, engineered microbiomes show po- tential as an adjuvant therapy against a few kinds of tumors, and  future research to evaluate their potency in brain tumors is merited.",What is the relationship between parkinson’s disease (PD) and Salmonella?,NA
obeseity (obese),Lactoococcus,"While the abundance of Akkermansia (phylum Verrucomicrobia) is negatively associated with percentage of body fat growth in humans, relative abundances of Lactococcus from the phylum Firmicutes and with the genus Allobaculum (phylum Bacteroidetes) are positively associated with obesity (58). We did not detect Lactoococcus and Allobaculum, but rather Parabacteroides distasonis as a bacterial species positively associated with obesity. Our study revealed enrichment of Akkermansia muciniphila in the gut of mice subjected to mixed C. albicans-HFD only, suggesting its role in healthy body weight maintenance and energy expenditure. In addition to bacterial composition, the gut mycobiota also changed in these groups of mice. ",What is the relationship between obeseity (obese) and Lactoococcus?,NA
obeseity (obese),Allobaculum,"While the abundance of Akkermansia (phylum Verrucomicrobia) is negatively associated with percentage of body fat growth in humans, relative abundances of Lactococcus from the phylum Firmicutes and with the genus Allobaculum (phylum Bacteroidetes) are positively associated with obesity (58). We did not detect Lactoococcus and Allobaculum, but rather Parabacteroides distasonis as a bacterial species positively associated with obesity. Our study revealed enrichment of Akkermansia muciniphila in the gut of mice subjected to mixed C. albicans-HFD only, suggesting its role in healthy body weight maintenance and energy expenditure. In addition to bacterial composition, the gut mycobiota also changed in these groups of mice. ",What is the relationship between obeseity (obese) and Allobaculum?,NA
hepatocellular cancer (HCC),Veilonella,"For example, the abundance of Veilonella, Streptococcus, and Enterococcus increased significantly in the HBV-related acute-on-chronic liver failure (HBV-ACLF) group, and Bacteroides, Lachnospiracea incertae sedis, and Clostridium cluster XIVa were enriched in patients with HBV-related HCC patients (HBV-HCC) (Yang et al., 2018; Huang et al., 2020; Yao et al., 2021). Nevertheless, it is not completely clear whether there is a correlation between the microbiome change in different types of viral hepatitis. How the gut microbiome is altered during the process from hepatitis virus infection to chronic hepatic disorders needs to be studied in greater detail. Besides, how alterations in the gut microbiota affect the development of viral hepatitis is not well understood.",What is the relationship between hepatocellular cancer (HCC) and Veilonella?,NA
hepatocellular cancer (HCC),Streptococcus,"For example, the abundance of Veilonella, Streptococcus, and Enterococcus increased significantly in the HBV-related acute-on-chronic liver failure (HBV-ACLF) group, and Bacteroides, Lachnospiracea incertae sedis, and Clostridium cluster XIVa were enriched in patients with HBV-related HCC patients (HBV-HCC) (Yang et al., 2018; Huang et al., 2020; Yao et al., 2021). Nevertheless, it is not completely clear whether there is a correlation between the microbiome change in different types of viral hepatitis. How the gut microbiome is altered during the process from hepatitis virus infection to chronic hepatic disorders needs to be studied in greater detail. Besides, how alterations in the gut microbiota affect the development of viral hepatitis is not well understood.",What is the relationship between hepatocellular cancer (HCC) and Streptococcus?,NA
hepatocellular cancer (HCC),Enterococcus,"For example, the abundance of Veilonella, Streptococcus, and Enterococcus increased significantly in the HBV-related acute-on-chronic liver failure (HBV-ACLF) group, and Bacteroides, Lachnospiracea incertae sedis, and Clostridium cluster XIVa were enriched in patients with HBV-related HCC patients (HBV-HCC) (Yang et al., 2018; Huang et al., 2020; Yao et al., 2021). Nevertheless, it is not completely clear whether there is a correlation between the microbiome change in different types of viral hepatitis. How the gut microbiome is altered during the process from hepatitis virus infection to chronic hepatic disorders needs to be studied in greater detail. Besides, how alterations in the gut microbiota affect the development of viral hepatitis is not well understood.",What is the relationship between hepatocellular cancer (HCC) and Enterococcus?,NA
preeclampsia,Oscillibacter,"Thus, MR has become one of the most effective methods for addressing issues in human biology and epidemiology, including the relationship between intestinal microbiota and disease (Georgakis and Gill, 2021). The correlation between genetic variation and outcome is independent of confounders in MR analysis (Bowden and Holmes, 2019). For instance, MR analysis has revealed that Bifidobacterium is causally linked to preeclampsia-eclampsia (Li et al., 2022), and the fecal abundance of Oscillibacter and Alistipes is causally associated with decreased triglyceride levels (Liu et al., 2022).",What is the relationship between preeclampsia and Oscillibacter?,NA
preeclampsia,Alistipes,"Thus, MR has become one of the most effective methods for addressing issues in human biology and epidemiology, including the relationship between intestinal microbiota and disease (Georgakis and Gill, 2021). The correlation between genetic variation and outcome is independent of confounders in MR analysis (Bowden and Holmes, 2019). For instance, MR analysis has revealed that Bifidobacterium is causally linked to preeclampsia-eclampsia (Li et al., 2022), and the fecal abundance of Oscillibacter and Alistipes is causally associated with decreased triglyceride levels (Liu et al., 2022).",What is the relationship between preeclampsia and Alistipes?,NA
psoriasis (PS),Bacteroides fragilis,"Many environmental factors, including drugs, lifestyle and habits (smoking, alcohol), diet, physical trauma, stress, microorganism and infections may contribute to the onset of psoriasis in genetically predisposed (e.g., human leukocyte antigen-Cw6—HLA-Cw6) patients, while the epigenetic alternations may be the linking part of this process [111]. It was demonstrated that the gut composition of microbiome affects the course of inflammatory bowel diseases (with Bacteroides fragilis or Clostridium promoting Treg cells differentiation), however no such data is available for psoriasis [111]. The genetical predisposition and environmental factors, intermediated by epigenetic alternations, play a crucial role in the pathogenesis of the disease [111]. The role of gut microbiome composition in these findings still needs to be investigated.",What is the relationship between psoriasis (PS) and Bacteroides fragilis?,NA
psoriasis (PS),Clostridium,"Many environmental factors, including drugs, lifestyle and habits (smoking, alcohol), diet, physical trauma, stress, microorganism and infections may contribute to the onset of psoriasis in genetically predisposed (e.g., human leukocyte antigen-Cw6—HLA-Cw6) patients, while the epigenetic alternations may be the linking part of this process [111]. It was demonstrated that the gut composition of microbiome affects the course of inflammatory bowel diseases (with Bacteroides fragilis or Clostridium promoting Treg cells differentiation), however no such data is available for psoriasis [111]. The genetical predisposition and environmental factors, intermediated by epigenetic alternations, play a crucial role in the pathogenesis of the disease [111]. The role of gut microbiome composition in these findings still needs to be investigated.",What is the relationship between psoriasis (PS) and Clostridium?,NA
psoriasis (PS),Bacteroides,"Many environmental factors, including drugs, lifestyle and habits (smoking, alcohol), diet, physical trauma, stress, microorganism and infections may contribute to the onset of psoriasis in genetically predisposed (e.g., human leukocyte antigen-Cw6—HLA-Cw6) patients, while the epigenetic alternations may be the linking part of this process [111]. It was demonstrated that the gut composition of microbiome affects the course of inflammatory bowel diseases (with Bacteroides fragilis or Clostridium promoting Treg cells differentiation), however no such data is available for psoriasis [111]. The genetical predisposition and environmental factors, intermediated by epigenetic alternations, play a crucial role in the pathogenesis of the disease [111]. The role of gut microbiome composition in these findings still needs to be investigated.",What is the relationship between psoriasis (PS) and Bacteroides?,NA
type 2 diabetes (T2D),Prevotella copri,"Elevated circulating concentrations of the BCAAs leucine, isoleucine and valine are a strong biomarker for insulin resistance and an increased risk of T2D138. In individuals with normoglycaemia who are insulin resistant, the gut microbiome has an increased potential to synthesize BCAAs, which is largely driven by an increased abundance of Prevotella copri and Bacteroides vulgatus, but a reduced potential for microbial BCAA uptake and BCAA catabolism primarily driven by Butyrivibrio crossotus and Eubacterium siraeum14. These findings, supported by experiments in mice, suggest that the gut microbiome may contribute to increased plasma BCAA concentrations and insulin resistance under conditions of unhealthy dieting138.",What is the relationship between type 2 diabetes (T2D) and Prevotella copri?,NA
